Nominal Composition,Product  Form,Spec. No.,"UNS
No.",100,150,200,250,300,400,500,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,,,
11/4Cr–1/2Mo,Bar,SA-739-B11,K11797  ,20000.00,20000.00,20000.00,#VALUE!,20000.00,20000.00,20000.00,20000.00,20000.00,20000.00,20000.00,20000.00,19400.00,13700.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Forgings,SA-182-F11,K11597  1,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Smls.  tube,SA-213-T11,K11597  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Smls.  &  wld.  fittings,SA-234-WP11,1,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Wld.  tube,SA-250-T11,K11597  ,14500.00,#VALUE!,14500.00,#VALUE!,14500.00,14300.00,13800.00,13300.00,13100.00,12800.00,12600.00,12200.00,11900.00,11600.00,7900.00,5400.00,3600.00,2400.00,1600.00,1000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Wld.  tube,SA-250-T11S1,K11597  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Smls.  pipe,SA-335-P11,K11597  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Forgings,SA-336-F11,K11597  1,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Forged  pipe,SA-369-FP11,K11597  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,16800.00,16200.00,15700.00,15400.00,15100.00,14800.00,14400.00,14000.00,13600.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Plate,SA-387-11,K11789  1,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,16800.00,16400.00,13700.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Wld.  pipe,SA-691-11/4CR,K11789  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Wld.  pipe,SA-691-11/4CR,K11789  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Forgings,SA-182-F11,K11572  2,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,20000.00,20000.00,20000.00,20000.00,20000.00,19700.00,19200.00,18700.00,13700.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Forgings,SA-336-F11,K11572  2,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,20000.00,20000.00,20000.00,20000.00,20000.00,19700.00,19200.00,18700.00,13700.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Forgings,SA-336-F11,K11572  3,21400.00,21400.00,21400.00,#VALUE!,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,20200.00,13700.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Plate,SA-387-11,K11789  2,21400.00,#VALUE!,21400.00,#VALUE!,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,20200.00,13700.00,9300.00,6300.00,4200.00,2800.00,1900.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
11/4Cr–1/2Mo–Si,Wld.  pipe,SA-691-11/4CR,K11789  ,21400.00,#VALUE!,21400.00,#VALUE!,21400.00,21400.00,21400.00,21400.00,21400.00,21400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
13/4Cr–1/2Mo–Cu,Forgings,SA-592-E,K11695  ,30000.00,#VALUE!,30000.00,#VALUE!,30000.00,30000.00,30000.00,30000.00,30000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
13/4Cr–1/2Mo–Cu,Forgings,SA-592-E,K11695  ,32900.00,#VALUE!,32900.00,#VALUE!,32900.00,32900.00,32900.00,32900.00,32900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
13/4Cr–1/2Mo–Ti,Plate,SA-517-E,K21604  ,30000.00,#VALUE!,30000.00,30000.00,30000.00,30000.00,30000.00,30000.00,30000.00,29900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
13/4Cr–1/2Mo–Ti,Plate,SA-517-E,K21604  ,32900.00,#VALUE!,32900.00,32900.00,32900.00,32900.00,32900.00,32900.00,32900.00,32700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA-182-F22,K21590  1,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Smls.  tube,SA-213-T22,K21590  ,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Smls.  &  wld.  fittings,SA-234-WP22,K21590  1,17100.00,17100.00,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Wld.  tube,SA-250-T22,K21590  ,14500.00,#VALUE!,14500.00,#VALUE!,14100.00,14100.00,14100.00,14100.00,14100.00,14100.00,14100.00,14100.00,14100.00,11600.00,9200.00,6800.00,4800.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Wld.  tube,SA-250-T22S1,K21590  ,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Smls.  pipe,SA-335-P22,K21590  ,17100.00,17100.00,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA-336-F22,K21590  1,17100.00,17100.00,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forged  pipe,SA-369-FP22,K21590  ,17100.00,17100.00,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA-387-22,K21590  1,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,13600.00,10800.00,8000.00,5700.00,3800.00,2400.00,1400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Wld.  pipe,SA-691-21/4CR,K21590  ,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA/EN10028-2-10CrMo9-10,              ,18600.00,#VALUE!,18600.00,#VALUE!,18200.00,18000.00,17900.00,17700.00,17600.00,17400.00,17200.00,16800.00,16300.00,15800.00,11400.00,7800.00,5100.00,3200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA/EN10222-2-11CrMo9-10,,18600.00,#VALUE!,18600.00,#VALUE!,18300.00,18000.00,17900.00,17800.00,17700.00,17500.00,17300.00,16900.00,16300.00,15700.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA/EN10028-2-10CrMo9-10,              ,19100.00,#VALUE!,19100.00,#VALUE!,18600.00,18400.00,18300.00,18100.00,18000.00,17800.00,17500.00,17200.00,16700.00,15800.00,11400.00,7800.00,5100.00,3200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA/EN10028-2-10CrMo9-10,              ,19500.00,#VALUE!,19500.00,#VALUE!,19000.00,18800.00,18700.00,18500.00,18400.00,18200.00,17900.00,17500.00,17000.00,15800.00,11400.00,7800.00,5100.00,3200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Smls.  tube,SA/EN10216-2-10CrMo9-10,              ,19900.00,#VALUE!,19900.00,#VALUE!,19400.00,19200.00,19100.00,18900.00,18800.00,18600.00,18300.00,17900.00,17400.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Smls.  tube,SA/EN10216-2-10CrMo9-10,              ,19900.00,#VALUE!,19900.00,#VALUE!,19400.00,19200.00,19100.00,18900.00,18800.00,18600.00,18300.00,17900.00,17400.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA/EN10028-2-10CrMo9-10,              ,19900.00,#VALUE!,19900.00,#VALUE!,19400.00,19200.00,19100.00,18900.00,18800.00,18600.00,18300.00,17900.00,17400.00,15800.00,11400.00,7800.00,5100.00,3200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Castings,SA-217-WC9,J21890   ,20000.00,#VALUE!,20000.00,#VALUE!,19700.00,19400.00,19300.00,19200.00,19100.00,18800.00,18500.00,17900.00,17200.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Cast  pipe,SA-426-CP22,J21890   ,20000.00,#VALUE!,20000.00,#VALUE!,19700.00,19400.00,19300.00,19200.00,19100.00,18800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA-182-F22,K21590  3,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18700.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA-336-F22,K21590  3,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18700.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA-387-22,K21590  2,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18700.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Wld.  pipe,SA-691-21/4CR,K21590  ,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Bar,SA-739-B22,K21390  ,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18700.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA/EN10222-2-11CrMo9-10,,21500.00,#VALUE!,21500.00,#VALUE!,21100.00,20800.00,20700.00,20600.00,20500.00,20300.00,19900.00,19500.00,18900.00,15800.00,11400.00,7800.00,5100.00,3200.00,2000.00,1200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Castings,SA-487-8,J22091   A,24300.00,24300.00,24300.00,#VALUE!,23700.00,23500.00,23500.00,23300.00,23200.00,22900.00,22400.00,21700.00,20800.00,15800.00,11400.00,7800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA-508-22,K21590  3,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,23800.00,23300.00,23100.00,22900.00,22600.00,21900.00,20400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Forgings,SA-541-22,K21390  3,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,23800.00,23300.00,23100.00,22900.00,22600.00,21900.00,20400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo,Plate,SA-542-B,K21590  4,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,23800.00,23300.00,23100.00,22900.00,22600.00,21900.00,20400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo–V,Forgings,SA-182-F22V,K31835  ,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,24300.00,23700.00,23200.00,22800.00,22200.00,21600.00,21000.00,20300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo–V,Forgings,SA-336-F22V,K31835  ,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,24300.00,23700.00,23200.00,22800.00,22200.00,21600.00,21000.00,20300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo–V,Forgings,SA-541-22V,K31835  ,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,24300.00,23700.00,23200.00,22800.00,22200.00,21600.00,21000.00,20300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo–V,Plate,SA-542-D,K31835  4a,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,24300.00,23700.00,23200.00,22800.00,22200.00,21600.00,21000.00,20300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
21/4Cr–1Mo–V,Plate,SA-832-22V,K31835  ,24300.00,#VALUE!,24300.00,#VALUE!,24300.00,24300.00,24300.00,23700.00,23200.00,22800.00,22200.00,21600.00,21000.00,20300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Smls.  tube,SA-213-T21,K31545  ,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16000.00,12000.00,9000.00,7000.00,5500.00,4000.00,2700.00,1500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Smls.  pipe,SA-335-P21,K31545  ,17100.00,17100.00,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16000.00,12000.00,9000.00,7000.00,5500.00,4000.00,2700.00,1500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Forgings,SA-336-F21,K31545  1,17100.00,17100.00,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16000.00,12000.00,9000.00,7000.00,5500.00,4000.00,2700.00,1500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Forged  pipe,SA-369-FP21,K31545  ,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16000.00,12000.00,9000.00,7000.00,5500.00,4000.00,2700.00,1500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Plate,SA-387-21,K31545  1,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,16000.00,12000.00,9000.00,7000.00,5500.00,4000.00,2700.00,1500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Cast  pipe,SA-426-CP21,J31545   ,17100.00,#VALUE!,17100.00,#VALUE!,16600.00,16600.00,16600.00,16600.00,16600.00,16600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Forgings,SA-182-F21,K31545  ,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18100.00,13100.00,9500.00,6800.00,4900.00,3200.00,2400.00,1300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Forgings,SA-336-F21,K31545  3,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18100.00,13100.00,9500.00,6800.00,4900.00,3200.00,2400.00,1300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo,Plate,SA-387-21,K31545  2,21400.00,#VALUE!,21400.00,#VALUE!,20900.00,20600.00,20500.00,20400.00,20200.00,20000.00,19700.00,19300.00,18100.00,13100.00,9500.00,6800.00,4900.00,3200.00,2400.00,1300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo–1/4V–Ti–B,Forgings,SA-182-F3V,K31830  ,24300.00,#VALUE!,24300.00,#VALUE!,23300.00,22600.00,22200.00,21800.00,21600.00,21400.00,21100.00,20800.00,20400.00,20000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
3Cr–1Mo–1/4V–Ti–B,Forgings,SA-336-F3V,K31830  ,24300.00,#VALUE!,24300.00,#VALUE!,23300.00,22600.00,22200.00,21800.00,21600.00,21400.00,21100.00,20800.00,20400.00,20000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
